PetID,Pet Name,Species,Breed,Age,Gender,Symptoms,Disease,Treatment Date,Medicines
834,Angela,Cat,Bengal,13,Female,Sneezing,Psittacosis,2023-09-10,Antibiotics
834,Angela,Cat,Bengal,13,Female,Coughing,Wet Tail,2021-12-31,Vitamins
834,Angela,Cat,Bengal,13,Female,Lethargy,Myxomatosis,2020-12-31,Vitamins
834,Angela,Cat,Bengal,13,Female,Limping,Wet Tail,2023-11-19,Deworming Medication
835,Jodi,Dog,Labrador Retriever,8,Female,Lethargy,Wet Tail,2020-09-06,Anti-inflammatory
836,Morgan,Bird,Lovebird,10,Female,Vomiting,Distemper,2020-10-21,Antibiotics
836,Morgan,Bird,Lovebird,10,Female,Diarrhea,Wet Tail,2020-02-03,Anti-inflammatory
836,Morgan,Bird,Lovebird,10,Female,Loss of Appetite,Distemper,2021-08-31,Antibiotics
836,Morgan,Bird,Lovebird,10,Female,Itching,Wet Tail,2020-02-12,Pain Relievers
836,Morgan,Bird,Lovebird,10,Female,Lethargy,Parvovirus,2020-01-20,Anti-inflammatory
836,Morgan,Bird,Lovebird,10,Female,Itching,Wet Tail,2021-07-14,Vitamins
836,Morgan,Bird,Lovebird,10,Female,Coughing,Psittacosis,2021-03-01,Pain Relievers
836,Morgan,Bird,Lovebird,10,Female,Limping,Psittacosis,2020-10-15,Deworming Medication
836,Morgan,Bird,Lovebird,10,Female,Limping,Psittacosis,2022-09-15,Antibiotics
837,Peggy,Bird,Parakeet,11,Male,Vomiting,Myxomatosis,2022-06-24,Pain Relievers
837,Peggy,Bird,Parakeet,11,Male,Diarrhea,Myxomatosis,2020-05-23,Vitamins
837,Peggy,Bird,Parakeet,11,Male,Lethargy,Psittacosis,2023-07-21,Deworming Medication
837,Peggy,Bird,Parakeet,11,Male,Vomiting,Myxomatosis,2021-02-01,Anti-inflammatory
837,Peggy,Bird,Parakeet,11,Male,Itching,Parvovirus,2022-04-19,Deworming Medication
837,Peggy,Bird,Parakeet,11,Male,Sneezing,Psittacosis,2020-09-26,Vitamins
837,Peggy,Bird,Parakeet,11,Male,Diarrhea,Parvovirus,2022-09-16,Pain Relievers
837,Peggy,Bird,Parakeet,11,Male,Coughing,Psittacosis,2021-02-26,Anti-inflammatory
837,Peggy,Bird,Parakeet,11,Male,Lethargy,Feline Leukemia,2022-04-29,Antibiotics
838,Marc,Cat,Ragdoll,13,Female,Diarrhea,Wet Tail,2021-08-06,Anti-inflammatory
839,William,Bird,Cockatiel,2,Female,Coughing,Feline Leukemia,2022-12-23,Antibiotics
839,William,Bird,Cockatiel,2,Female,Vomiting,Distemper,2021-12-18,Pain Relievers
839,William,Bird,Cockatiel,2,Female,Loss of Appetite,Myxomatosis,2020-01-20,Anti-inflammatory
839,William,Bird,Cockatiel,2,Female,Limping,Feline Leukemia,2020-06-20,Vitamins
840,Manuel,Rabbit,Lionhead,1,Male,Diarrhea,Rabies,2021-08-06,Antibiotics
840,Manuel,Rabbit,Lionhead,1,Male,Vomiting,Wet Tail,2024-03-01,Antibiotics
840,Manuel,Rabbit,Lionhead,1,Male,Lethargy,Distemper,2023-03-02,Vitamins
840,Manuel,Rabbit,Lionhead,1,Male,Itching,Distemper,2023-06-21,Pain Relievers
841,Susan,Cat,Persian,6,Male,Lethargy,Psittacosis,2021-01-15,Pain Relievers
841,Susan,Cat,Persian,6,Male,Diarrhea,Myxomatosis,2021-07-20,Deworming Medication
841,Susan,Cat,Persian,6,Male,Itching,Rabies,2021-10-09,Pain Relievers
841,Susan,Cat,Persian,6,Male,Limping,Rabies,2021-08-03,Vitamins
841,Susan,Cat,Persian,6,Male,Vomiting,Rabies,2023-04-28,Vitamins
841,Susan,Cat,Persian,6,Male,Limping,Psittacosis,2023-03-05,Antibiotics
841,Susan,Cat,Persian,6,Male,Lethargy,Feline Leukemia,2021-03-07,Pain Relievers
841,Susan,Cat,Persian,6,Male,Sneezing,Feline Leukemia,2020-12-04,Deworming Medication
841,Susan,Cat,Persian,6,Male,Coughing,Distemper,2020-06-30,Deworming Medication
842,Dylan,Hamster,Chinese,13,Female,Coughing,Distemper,2020-09-06,Deworming Medication
842,Dylan,Hamster,Chinese,13,Female,Loss of Appetite,Wet Tail,2024-03-28,Vitamins
842,Dylan,Hamster,Chinese,13,Female,Lethargy,Feline Leukemia,2021-12-08,Anti-inflammatory
842,Dylan,Hamster,Chinese,13,Female,Itching,Parvovirus,2024-01-28,Antibiotics
842,Dylan,Hamster,Chinese,13,Female,Coughing,Rabies,2020-04-27,Anti-inflammatory
842,Dylan,Hamster,Chinese,13,Female,Limping,Parvovirus,2023-04-30,Antibiotics
842,Dylan,Hamster,Chinese,13,Female,Limping,Distemper,2020-08-18,Vitamins
842,Dylan,Hamster,Chinese,13,Female,Sneezing,Wet Tail,2024-05-17,Antibiotics
843,Matthew,Cat,Bengal,14,Female,Vomiting,Feline Leukemia,2021-12-21,Vitamins
843,Matthew,Cat,Bengal,14,Female,Diarrhea,Rabies,2024-03-10,Deworming Medication
843,Matthew,Cat,Bengal,14,Female,Limping,Myxomatosis,2022-07-07,Deworming Medication
843,Matthew,Cat,Bengal,14,Female,Loss of Appetite,Feline Leukemia,2022-01-06,Pain Relievers
843,Matthew,Cat,Bengal,14,Female,Limping,Rabies,2023-04-22,Vitamins
844,Nicholas,Dog,Beagle,3,Female,Lethargy,Wet Tail,2021-11-22,Deworming Medication
844,Nicholas,Dog,Beagle,3,Female,Lethargy,Distemper,2022-07-21,Deworming Medication
844,Nicholas,Dog,Beagle,3,Female,Coughing,Feline Leukemia,2020-05-24,Pain Relievers
844,Nicholas,Dog,Beagle,3,Female,Lethargy,Myxomatosis,2022-12-06,Anti-inflammatory
844,Nicholas,Dog,Beagle,3,Female,Vomiting,Distemper,2020-06-30,Pain Relievers
844,Nicholas,Dog,Beagle,3,Female,Limping,Myxomatosis,2021-10-07,Pain Relievers
844,Nicholas,Dog,Beagle,3,Female,Coughing,Rabies,2022-09-28,Deworming Medication
844,Nicholas,Dog,Beagle,3,Female,Vomiting,Wet Tail,2022-01-16,Pain Relievers
844,Nicholas,Dog,Beagle,3,Female,Coughing,Wet Tail,2024-01-31,Pain Relievers
845,Madison,Hamster,Dwarf Campbell Russian,11,Male,Coughing,Rabies,2021-04-20,Vitamins
845,Madison,Hamster,Dwarf Campbell Russian,11,Male,Vomiting,Parvovirus,2021-11-22,Pain Relievers
845,Madison,Hamster,Dwarf Campbell Russian,11,Male,Vomiting,Psittacosis,2020-04-22,Vitamins
845,Madison,Hamster,Dwarf Campbell Russian,11,Male,Itching,Myxomatosis,2022-12-24,Vitamins
845,Madison,Hamster,Dwarf Campbell Russian,11,Male,Itching,Feline Leukemia,2020-09-21,Deworming Medication
845,Madison,Hamster,Dwarf Campbell Russian,11,Male,Sneezing,Wet Tail,2021-05-09,Anti-inflammatory
846,Kevin,Rabbit,Mini Rex,6,Male,Sneezing,Rabies,2023-09-10,Antibiotics
846,Kevin,Rabbit,Mini Rex,6,Male,Loss of Appetite,Distemper,2020-01-20,Antibiotics
846,Kevin,Rabbit,Mini Rex,6,Male,Itching,Myxomatosis,2024-06-25,Antibiotics
846,Kevin,Rabbit,Mini Rex,6,Male,Vomiting,Parvovirus,2022-06-26,Anti-inflammatory
846,Kevin,Rabbit,Mini Rex,6,Male,Lethargy,Parvovirus,2021-06-12,Antibiotics
846,Kevin,Rabbit,Mini Rex,6,Male,Lethargy,Distemper,2023-06-27,Antibiotics
846,Kevin,Rabbit,Mini Rex,6,Male,Coughing,Parvovirus,2020-03-27,Deworming Medication
846,Kevin,Rabbit,Mini Rex,6,Male,Lethargy,Parvovirus,2020-07-12,Pain Relievers
847,Richard,Bird,Parakeet,2,Male,Limping,Feline Leukemia,2022-04-16,Pain Relievers
847,Richard,Bird,Parakeet,2,Male,Loss of Appetite,Distemper,2022-07-09,Anti-inflammatory
847,Richard,Bird,Parakeet,2,Male,Lethargy,Wet Tail,2021-08-19,Pain Relievers
847,Richard,Bird,Parakeet,2,Male,Itching,Myxomatosis,2020-08-31,Deworming Medication
847,Richard,Bird,Parakeet,2,Male,Coughing,Rabies,2024-06-07,Vitamins
847,Richard,Bird,Parakeet,2,Male,Loss of Appetite,Rabies,2022-11-23,Deworming Medication
847,Richard,Bird,Parakeet,2,Male,Loss of Appetite,Parvovirus,2022-11-22,Pain Relievers
847,Richard,Bird,Parakeet,2,Male,Loss of Appetite,Wet Tail,2022-07-18,Antibiotics
848,Linda,Dog,Beagle,4,Female,Coughing,Rabies,2023-08-27,Deworming Medication
848,Linda,Dog,Beagle,4,Female,Loss of Appetite,Feline Leukemia,2023-04-11,Anti-inflammatory
849,James,Hamster,Dwarf Campbell Russian,13,Male,Itching,Myxomatosis,2020-03-13,Pain Relievers
849,James,Hamster,Dwarf Campbell Russian,13,Male,Lethargy,Distemper,2024-02-29,Antibiotics
849,James,Hamster,Dwarf Campbell Russian,13,Male,Diarrhea,Psittacosis,2020-12-14,Deworming Medication
849,James,Hamster,Dwarf Campbell Russian,13,Male,Coughing,Wet Tail,2020-11-13,Pain Relievers
849,James,Hamster,Dwarf Campbell Russian,13,Male,Sneezing,Wet Tail,2020-11-07,Anti-inflammatory
849,James,Hamster,Dwarf Campbell Russian,13,Male,Itching,Distemper,2023-02-26,Antibiotics
849,James,Hamster,Dwarf Campbell Russian,13,Male,Coughing,Psittacosis,2020-10-01,Deworming Medication
849,James,Hamster,Dwarf Campbell Russian,13,Male,Sneezing,Distemper,2021-02-02,Anti-inflammatory
850,Sandra,Dog,Labrador Retriever,8,Male,Coughing,Psittacosis,2022-05-02,Antibiotics
850,Sandra,Dog,Labrador Retriever,8,Male,Limping,Feline Leukemia,2023-09-30,Deworming Medication
850,Sandra,Dog,Labrador Retriever,8,Male,Itching,Wet Tail,2023-03-14,Anti-inflammatory
850,Sandra,Dog,Labrador Retriever,8,Male,Coughing,Psittacosis,2023-12-06,Vitamins
850,Sandra,Dog,Labrador Retriever,8,Male,Limping,Distemper,2022-11-18,Deworming Medication
850,Sandra,Dog,Labrador Retriever,8,Male,Lethargy,Wet Tail,2022-12-23,Antibiotics
850,Sandra,Dog,Labrador Retriever,8,Male,Limping,Myxomatosis,2022-04-22,Vitamins
851,Tammy,Hamster,Roborovski,15,Male,Limping,Rabies,2020-07-10,Anti-inflammatory
851,Tammy,Hamster,Roborovski,15,Male,Sneezing,Psittacosis,2020-08-31,Vitamins
851,Tammy,Hamster,Roborovski,15,Male,Limping,Wet Tail,2024-05-29,Anti-inflammatory
851,Tammy,Hamster,Roborovski,15,Male,Coughing,Rabies,2020-05-15,Pain Relievers
851,Tammy,Hamster,Roborovski,15,Male,Loss of Appetite,Parvovirus,2023-01-08,Deworming Medication
851,Tammy,Hamster,Roborovski,15,Male,Loss of Appetite,Psittacosis,2023-09-08,Pain Relievers
851,Tammy,Hamster,Roborovski,15,Male,Vomiting,Parvovirus,2021-05-07,Antibiotics
851,Tammy,Hamster,Roborovski,15,Male,Lethargy,Rabies,2020-11-04,Pain Relievers
851,Tammy,Hamster,Roborovski,15,Male,Coughing,Psittacosis,2020-09-04,Pain Relievers
852,Ernest,Rabbit,Flemish Giant,10,Female,Itching,Parvovirus,2020-10-13,Deworming Medication
852,Ernest,Rabbit,Flemish Giant,10,Female,Loss of Appetite,Myxomatosis,2021-11-09,Vitamins
853,Joseph,Cat,Persian,15,Female,Lethargy,Psittacosis,2020-03-05,Antibiotics
854,Eduardo,Cat,Persian,3,Male,Itching,Rabies,2024-04-01,Deworming Medication
855,Kim,Cat,Bengal,14,Female,Lethargy,Feline Leukemia,2022-08-13,Anti-inflammatory
855,Kim,Cat,Bengal,14,Female,Lethargy,Wet Tail,2021-04-08,Vitamins
855,Kim,Cat,Bengal,14,Female,Loss of Appetite,Wet Tail,2020-07-08,Vitamins
855,Kim,Cat,Bengal,14,Female,Vomiting,Wet Tail,2022-04-10,Vitamins
856,Don,Rabbit,Flemish Giant,7,Male,Sneezing,Wet Tail,2023-12-25,Antibiotics
856,Don,Rabbit,Flemish Giant,7,Male,Lethargy,Wet Tail,2020-05-27,Deworming Medication
856,Don,Rabbit,Flemish Giant,7,Male,Sneezing,Feline Leukemia,2023-02-04,Antibiotics
856,Don,Rabbit,Flemish Giant,7,Male,Coughing,Distemper,2020-01-14,Anti-inflammatory
857,Cindy,Cat,Bengal,9,Female,Vomiting,Rabies,2022-06-03,Pain Relievers
857,Cindy,Cat,Bengal,9,Female,Sneezing,Wet Tail,2020-10-29,Pain Relievers
857,Cindy,Cat,Bengal,9,Female,Vomiting,Psittacosis,2021-04-28,Deworming Medication
857,Cindy,Cat,Bengal,9,Female,Vomiting,Myxomatosis,2023-04-04,Pain Relievers
857,Cindy,Cat,Bengal,9,Female,Loss of Appetite,Myxomatosis,2023-04-29,Anti-inflammatory
857,Cindy,Cat,Bengal,9,Female,Limping,Psittacosis,2022-05-22,Anti-inflammatory
857,Cindy,Cat,Bengal,9,Female,Coughing,Myxomatosis,2020-01-15,Vitamins
857,Cindy,Cat,Bengal,9,Female,Loss of Appetite,Rabies,2020-12-18,Deworming Medication
857,Cindy,Cat,Bengal,9,Female,Limping,Parvovirus,2023-07-09,Anti-inflammatory
858,Christopher,Bird,Cockatiel,8,Male,Coughing,Wet Tail,2024-03-21,Antibiotics
858,Christopher,Bird,Cockatiel,8,Male,Loss of Appetite,Parvovirus,2022-06-27,Vitamins
858,Christopher,Bird,Cockatiel,8,Male,Loss of Appetite,Parvovirus,2020-12-19,Anti-inflammatory
858,Christopher,Bird,Cockatiel,8,Male,Diarrhea,Wet Tail,2023-06-23,Pain Relievers
858,Christopher,Bird,Cockatiel,8,Male,Sneezing,Wet Tail,2022-11-29,Vitamins
858,Christopher,Bird,Cockatiel,8,Male,Sneezing,Myxomatosis,2020-08-15,Vitamins
858,Christopher,Bird,Cockatiel,8,Male,Itching,Psittacosis,2024-05-30,Antibiotics
858,Christopher,Bird,Cockatiel,8,Male,Coughing,Feline Leukemia,2023-03-08,Anti-inflammatory
858,Christopher,Bird,Cockatiel,8,Male,Vomiting,Parvovirus,2024-04-04,Vitamins
859,Tyler,Cat,Maine Coon,7,Male,Limping,Wet Tail,2022-06-09,Vitamins
859,Tyler,Cat,Maine Coon,7,Male,Loss of Appetite,Feline Leukemia,2022-08-14,Vitamins
859,Tyler,Cat,Maine Coon,7,Male,Itching,Feline Leukemia,2023-07-22,Vitamins
859,Tyler,Cat,Maine Coon,7,Male,Limping,Wet Tail,2021-10-12,Pain Relievers
860,Jennifer,Bird,Canary,2,Male,Coughing,Parvovirus,2021-12-26,Antibiotics
860,Jennifer,Bird,Canary,2,Male,Itching,Rabies,2024-06-06,Anti-inflammatory
860,Jennifer,Bird,Canary,2,Male,Loss of Appetite,Myxomatosis,2024-01-30,Antibiotics
860,Jennifer,Bird,Canary,2,Male,Sneezing,Psittacosis,2022-01-31,Antibiotics
861,Kathryn,Bird,Cockatiel,12,Male,Loss of Appetite,Myxomatosis,2024-03-29,Pain Relievers
861,Kathryn,Bird,Cockatiel,12,Male,Sneezing,Wet Tail,2022-05-23,Pain Relievers
861,Kathryn,Bird,Cockatiel,12,Male,Lethargy,Feline Leukemia,2023-01-27,Pain Relievers
861,Kathryn,Bird,Cockatiel,12,Male,Vomiting,Rabies,2023-12-21,Vitamins
861,Kathryn,Bird,Cockatiel,12,Male,Limping,Psittacosis,2024-04-06,Anti-inflammatory
862,Sherri,Dog,German Shepherd,13,Male,Lethargy,Parvovirus,2020-05-06,Anti-inflammatory
862,Sherri,Dog,German Shepherd,13,Male,Diarrhea,Myxomatosis,2021-02-03,Pain Relievers
862,Sherri,Dog,German Shepherd,13,Male,Limping,Distemper,2020-01-31,Vitamins
863,Kristen,Rabbit,Mini Rex,15,Male,Loss of Appetite,Wet Tail,2023-04-11,Vitamins
863,Kristen,Rabbit,Mini Rex,15,Male,Sneezing,Distemper,2020-09-21,Vitamins
863,Kristen,Rabbit,Mini Rex,15,Male,Vomiting,Rabies,2023-06-22,Anti-inflammatory
864,Tammy,Dog,Golden Retriever,2,Male,Loss of Appetite,Psittacosis,2024-01-19,Vitamins
865,Ashley,Cat,Persian,8,Male,Lethargy,Feline Leukemia,2022-08-17,Antibiotics
865,Ashley,Cat,Persian,8,Male,Lethargy,Psittacosis,2020-05-09,Pain Relievers
866,Gary,Cat,Bengal,10,Female,Vomiting,Wet Tail,2021-08-11,Pain Relievers
866,Gary,Cat,Bengal,10,Female,Coughing,Myxomatosis,2020-08-17,Pain Relievers
866,Gary,Cat,Bengal,10,Female,Diarrhea,Myxomatosis,2020-08-11,Deworming Medication
866,Gary,Cat,Bengal,10,Female,Lethargy,Myxomatosis,2020-02-08,Antibiotics
867,William,Hamster,Dwarf Winter White Russian,13,Male,Limping,Distemper,2022-09-17,Vitamins
867,William,Hamster,Dwarf Winter White Russian,13,Male,Loss of Appetite,Rabies,2022-01-23,Pain Relievers
867,William,Hamster,Dwarf Winter White Russian,13,Male,Vomiting,Myxomatosis,2020-01-27,Antibiotics
867,William,Hamster,Dwarf Winter White Russian,13,Male,Vomiting,Myxomatosis,2024-07-09,Anti-inflammatory
867,William,Hamster,Dwarf Winter White Russian,13,Male,Coughing,Rabies,2022-01-22,Vitamins
867,William,Hamster,Dwarf Winter White Russian,13,Male,Lethargy,Rabies,2022-12-23,Pain Relievers
867,William,Hamster,Dwarf Winter White Russian,13,Male,Itching,Rabies,2023-01-22,Pain Relievers
867,William,Hamster,Dwarf Winter White Russian,13,Male,Coughing,Myxomatosis,2020-03-25,Antibiotics
868,Danielle,Cat,Maine Coon,12,Male,Loss of Appetite,Distemper,2022-01-29,Deworming Medication
868,Danielle,Cat,Maine Coon,12,Male,Itching,Parvovirus,2022-09-23,Vitamins
868,Danielle,Cat,Maine Coon,12,Male,Lethargy,Psittacosis,2020-08-12,Deworming Medication
868,Danielle,Cat,Maine Coon,12,Male,Coughing,Rabies,2021-08-21,Vitamins
868,Danielle,Cat,Maine Coon,12,Male,Coughing,Myxomatosis,2021-01-01,Pain Relievers
869,Terri,Hamster,Dwarf Winter White Russian,6,Female,Coughing,Myxomatosis,2023-05-13,Pain Relievers
869,Terri,Hamster,Dwarf Winter White Russian,6,Female,Loss of Appetite,Rabies,2024-02-13,Antibiotics
869,Terri,Hamster,Dwarf Winter White Russian,6,Female,Lethargy,Parvovirus,2022-11-29,Anti-inflammatory
869,Terri,Hamster,Dwarf Winter White Russian,6,Female,Loss of Appetite,Rabies,2022-11-01,Pain Relievers
869,Terri,Hamster,Dwarf Winter White Russian,6,Female,Itching,Psittacosis,2022-01-20,Deworming Medication
869,Terri,Hamster,Dwarf Winter White Russian,6,Female,Lethargy,Wet Tail,2023-02-18,Antibiotics
869,Terri,Hamster,Dwarf Winter White Russian,6,Female,Vomiting,Parvovirus,2021-07-26,Vitamins
870,Glenn,Cat,Persian,15,Male,Coughing,Feline Leukemia,2024-01-15,Anti-inflammatory
870,Glenn,Cat,Persian,15,Male,Limping,Psittacosis,2020-01-22,Deworming Medication
870,Glenn,Cat,Persian,15,Male,Loss of Appetite,Rabies,2023-02-13,Pain Relievers
870,Glenn,Cat,Persian,15,Male,Itching,Wet Tail,2024-07-03,Pain Relievers
870,Glenn,Cat,Persian,15,Male,Coughing,Parvovirus,2022-11-10,Antibiotics
870,Glenn,Cat,Persian,15,Male,Diarrhea,Psittacosis,2024-03-25,Pain Relievers
870,Glenn,Cat,Persian,15,Male,Sneezing,Parvovirus,2022-06-17,Vitamins
871,Matthew,Dog,Bulldog,8,Female,Limping,Parvovirus,2021-03-16,Deworming Medication
871,Matthew,Dog,Bulldog,8,Female,Diarrhea,Wet Tail,2024-07-10,Antibiotics
871,Matthew,Dog,Bulldog,8,Female,Sneezing,Parvovirus,2021-01-04,Anti-inflammatory
871,Matthew,Dog,Bulldog,8,Female,Limping,Rabies,2022-05-22,Pain Relievers
871,Matthew,Dog,Bulldog,8,Female,Coughing,Distemper,2022-01-12,Anti-inflammatory
871,Matthew,Dog,Bulldog,8,Female,Itching,Wet Tail,2023-01-01,Vitamins
871,Matthew,Dog,Bulldog,8,Female,Lethargy,Rabies,2021-05-30,Anti-inflammatory
871,Matthew,Dog,Bulldog,8,Female,Loss of Appetite,Psittacosis,2022-12-15,Anti-inflammatory
871,Matthew,Dog,Bulldog,8,Female,Limping,Myxomatosis,2021-02-20,Pain Relievers
872,Mary,Hamster,Roborovski,6,Male,Vomiting,Rabies,2021-06-09,Pain Relievers
872,Mary,Hamster,Roborovski,6,Male,Limping,Parvovirus,2020-10-25,Anti-inflammatory
872,Mary,Hamster,Roborovski,6,Male,Loss of Appetite,Psittacosis,2023-10-02,Deworming Medication
872,Mary,Hamster,Roborovski,6,Male,Lethargy,Feline Leukemia,2024-04-14,Vitamins
872,Mary,Hamster,Roborovski,6,Male,Coughing,Myxomatosis,2020-06-19,Anti-inflammatory
872,Mary,Hamster,Roborovski,6,Male,Limping,Wet Tail,2020-08-06,Vitamins
872,Mary,Hamster,Roborovski,6,Male,Coughing,Rabies,2022-01-26,Deworming Medication
872,Mary,Hamster,Roborovski,6,Male,Itching,Parvovirus,2023-03-25,Vitamins
872,Mary,Hamster,Roborovski,6,Male,Coughing,Psittacosis,2024-01-15,Vitamins
873,Angela,Hamster,Chinese,14,Male,Diarrhea,Parvovirus,2022-05-06,Deworming Medication
873,Angela,Hamster,Chinese,14,Male,Sneezing,Feline Leukemia,2021-02-26,Antibiotics
874,David,Rabbit,Mini Rex,8,Male,Limping,Distemper,2022-03-10,Deworming Medication
875,Karen,Bird,Finch,7,Male,Vomiting,Distemper,2020-11-03,Pain Relievers
875,Karen,Bird,Finch,7,Male,Coughing,Rabies,2023-04-18,Antibiotics
875,Karen,Bird,Finch,7,Male,Diarrhea,Wet Tail,2020-12-27,Anti-inflammatory
875,Karen,Bird,Finch,7,Male,Limping,Rabies,2020-12-11,Pain Relievers
875,Karen,Bird,Finch,7,Male,Diarrhea,Rabies,2020-07-12,Pain Relievers
875,Karen,Bird,Finch,7,Male,Coughing,Psittacosis,2020-11-10,Pain Relievers
876,Lisa,Hamster,Dwarf Winter White Russian,3,Male,Vomiting,Wet Tail,2023-09-18,Vitamins
876,Lisa,Hamster,Dwarf Winter White Russian,3,Male,Sneezing,Feline Leukemia,2023-08-05,Anti-inflammatory
876,Lisa,Hamster,Dwarf Winter White Russian,3,Male,Loss of Appetite,Myxomatosis,2020-12-16,Antibiotics
876,Lisa,Hamster,Dwarf Winter White Russian,3,Male,Vomiting,Feline Leukemia,2022-06-16,Pain Relievers
876,Lisa,Hamster,Dwarf Winter White Russian,3,Male,Vomiting,Psittacosis,2020-10-21,Vitamins
876,Lisa,Hamster,Dwarf Winter White Russian,3,Male,Vomiting,Myxomatosis,2023-02-27,Pain Relievers
876,Lisa,Hamster,Dwarf Winter White Russian,3,Male,Limping,Psittacosis,2021-10-11,Antibiotics
877,Maria,Bird,Lovebird,2,Male,Itching,Wet Tail,2023-02-27,Pain Relievers
877,Maria,Bird,Lovebird,2,Male,Lethargy,Psittacosis,2022-07-07,Anti-inflammatory
877,Maria,Bird,Lovebird,2,Male,Lethargy,Feline Leukemia,2020-10-21,Antibiotics
877,Maria,Bird,Lovebird,2,Male,Vomiting,Distemper,2023-12-03,Antibiotics
877,Maria,Bird,Lovebird,2,Male,Sneezing,Myxomatosis,2020-12-15,Deworming Medication
877,Maria,Bird,Lovebird,2,Male,Sneezing,Parvovirus,2020-12-10,Anti-inflammatory
877,Maria,Bird,Lovebird,2,Male,Lethargy,Rabies,2024-05-31,Vitamins
877,Maria,Bird,Lovebird,2,Male,Limping,Psittacosis,2021-07-15,Antibiotics
877,Maria,Bird,Lovebird,2,Male,Limping,Distemper,2023-01-23,Anti-inflammatory
878,Amy,Hamster,Roborovski,13,Female,Lethargy,Myxomatosis,2020-01-09,Anti-inflammatory
879,Adam,Hamster,Chinese,12,Female,Itching,Wet Tail,2021-12-11,Pain Relievers
879,Adam,Hamster,Chinese,12,Female,Vomiting,Rabies,2022-06-16,Antibiotics
879,Adam,Hamster,Chinese,12,Female,Coughing,Feline Leukemia,2021-04-04,Deworming Medication
879,Adam,Hamster,Chinese,12,Female,Coughing,Parvovirus,2023-03-02,Deworming Medication
879,Adam,Hamster,Chinese,12,Female,Loss of Appetite,Distemper,2022-10-07,Vitamins
880,David,Bird,Lovebird,2,Male,Sneezing,Psittacosis,2024-02-05,Anti-inflammatory
880,David,Bird,Lovebird,2,Male,Diarrhea,Wet Tail,2020-12-09,Antibiotics
880,David,Bird,Lovebird,2,Male,Limping,Rabies,2022-12-31,Anti-inflammatory
880,David,Bird,Lovebird,2,Male,Diarrhea,Rabies,2021-03-28,Anti-inflammatory
881,Joseph,Hamster,Dwarf Winter White Russian,14,Male,Lethargy,Wet Tail,2024-01-27,Pain Relievers
881,Joseph,Hamster,Dwarf Winter White Russian,14,Male,Coughing,Wet Tail,2022-12-08,Pain Relievers
881,Joseph,Hamster,Dwarf Winter White Russian,14,Male,Loss of Appetite,Parvovirus,2022-03-13,Antibiotics
882,Megan,Hamster,Syrian,9,Male,Itching,Psittacosis,2020-04-11,Antibiotics
882,Megan,Hamster,Syrian,9,Male,Loss of Appetite,Distemper,2020-02-13,Pain Relievers
882,Megan,Hamster,Syrian,9,Male,Sneezing,Myxomatosis,2021-01-17,Anti-inflammatory
882,Megan,Hamster,Syrian,9,Male,Coughing,Myxomatosis,2021-01-08,Vitamins
883,Richard,Hamster,Chinese,11,Female,Vomiting,Feline Leukemia,2023-05-29,Antibiotics
883,Richard,Hamster,Chinese,11,Female,Loss of Appetite,Rabies,2021-04-22,Pain Relievers
883,Richard,Hamster,Chinese,11,Female,Sneezing,Parvovirus,2022-09-13,Anti-inflammatory
883,Richard,Hamster,Chinese,11,Female,Lethargy,Distemper,2023-06-16,Deworming Medication
884,Sarah,Cat,Persian,14,Male,Coughing,Wet Tail,2022-07-20,Deworming Medication
884,Sarah,Cat,Persian,14,Male,Itching,Wet Tail,2022-07-14,Antibiotics
884,Sarah,Cat,Persian,14,Male,Sneezing,Wet Tail,2021-08-20,Vitamins
885,Cheryl,Hamster,Roborovski,11,Female,Diarrhea,Parvovirus,2023-11-25,Antibiotics
885,Cheryl,Hamster,Roborovski,11,Female,Lethargy,Psittacosis,2023-03-05,Vitamins
885,Cheryl,Hamster,Roborovski,11,Female,Loss of Appetite,Feline Leukemia,2023-01-24,Vitamins
885,Cheryl,Hamster,Roborovski,11,Female,Itching,Myxomatosis,2023-04-16,Anti-inflammatory
885,Cheryl,Hamster,Roborovski,11,Female,Vomiting,Wet Tail,2023-03-22,Anti-inflammatory
885,Cheryl,Hamster,Roborovski,11,Female,Limping,Wet Tail,2020-05-09,Antibiotics
885,Cheryl,Hamster,Roborovski,11,Female,Vomiting,Feline Leukemia,2023-06-19,Pain Relievers
885,Cheryl,Hamster,Roborovski,11,Female,Itching,Wet Tail,2023-01-27,Vitamins
885,Cheryl,Hamster,Roborovski,11,Female,Limping,Feline Leukemia,2020-01-08,Pain Relievers
886,Donald,Dog,Beagle,5,Male,Limping,Parvovirus,2023-11-17,Deworming Medication
887,John,Dog,Beagle,3,Male,Coughing,Wet Tail,2023-12-22,Pain Relievers
888,Brandon,Bird,Cockatiel,1,Male,Vomiting,Distemper,2022-08-12,Pain Relievers
888,Brandon,Bird,Cockatiel,1,Male,Coughing,Wet Tail,2020-01-05,Antibiotics
888,Brandon,Bird,Cockatiel,1,Male,Vomiting,Distemper,2023-06-28,Deworming Medication
889,Matthew,Rabbit,Flemish Giant,6,Female,Itching,Psittacosis,2020-11-20,Anti-inflammatory
889,Matthew,Rabbit,Flemish Giant,6,Female,Itching,Feline Leukemia,2020-03-11,Antibiotics
