id,company_id,disease,medicine,age,breed,pet_code,gender,pet_name,species,symptoms,treatment_date
3743,43,Distemper,Deworming Medication,1,breed 1,CT202005,MALE,tobi,DOG,Lethargy,2020-09-27
3744,43,Wet Tail,Anti-inflammatory,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Loss of Appetite,2022-05-27
3745,1,Psittacosis,Vitamins,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Sneezing,2022-01-28
3746,43,Feline Leukemia,Deworming Medication,1,breed 1,CT202005,MALE,tobi,DOG,Sneezing,2020-09-03
3747,43,Psittacosis,Anti-inflammatory,2,breed 1,CT202004,FEMALE,tainy,DOG,Limping,2021-07-07
3748,1,Distemper,Anti-inflammatory,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Lethargy,2023-03-16
3749,1,Parvovirus,Anti-inflammatory,1,Bbb,HS2072,MALE,summer,Dog ,Coughing,2024-04-22
3750,1,Rabies,Deworming Medication,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Limping,2023-04-25
3751,43,Myxomatosis,Antibiotics,0,Breed5,CT202012,FEMALE,Test 1,CAT,Loss of Appetite,2020-02-12
3752,1,Wet Tail,Vitamins,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Lethargy,2023-03-23
3753,43,Parvovirus,Anti-inflammatory,1,Breed5,CT202011,FEMALE,baby,CAT,Limping,2020-10-25
3754,1,Wet Tail,Antibiotics,2,Bbb,HS2076,FEMALE,tina,Dog ,Itching,2023-04-06
3755,43,Psittacosis,Vitamins,1,Breed2,CT202016,MALE,chooti,CAT,Loss of Appetite,2020-03-27
3756,43,Rabies,Pain Relievers,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Limping,2023-04-19
3757,1,Wet Tail,Antibiotics,0,Bbb,HS2032,MALE,winter,Dog ,Lethargy,2023-01-04
3758,43,Rabies,Deworming Medication,2,Breed3,CT202015,MALE,roki,DOG,Limping,2023-03-24
3759,43,Myxomatosis,Pain Relievers,1,Breed2,CT202007,MALE,Chuti kity,CAT,Coughing,2023-03-28
3760,1,Rabies,Vitamins,17,Persian Cross,HS2015,MALE,bady,Dog ,Sneezing,2023-01-07
3761,1,Wet Tail,Deworming Medication,17,Persian Cross,HS2015,MALE,bady,Dog ,Lethargy,2020-01-13
3762,38,Myxomatosis,Antibiotics,16,Bulldog,PT2002,MALE,Luna,Dog,Vomiting,2023-07-20
3763,43,Myxomatosis,Pain Relievers,30,Breed3,CT202026,FEMALE,Roki,DOG,Limping,2020-09-06
3764,1,Psittacosis,Vitamins,3,Persian Cross,HS2028,MALE,viki,Dog ,Loss of Appetite,2021-11-26
3765,1,Myxomatosis,Anti-inflammatory,2,Bbb,HS2076,FEMALE,tina,Dog ,Diarrhea,2021-07-01
3766,43,Wet Tail,Pain Relievers,1,Breed2,CT202016,MALE,chooti,CAT,Limping,2024-07-05
3767,43,Myxomatosis,Anti-inflammatory,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Itching,2023-04-16
3768,43,Parvovirus,Vitamins,1,Breed5,CT202014,MALE,saman,CAT,Coughing,2023-01-14
3769,43,Wet Tail,Anti-inflammatory,3,breed 1,CT202002,MALE,tomy,DOG,Sneezing,2020-08-15
3770,1,Feline Leukemia,Antibiotics,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Limping,2024-03-13
3771,1,Wet Tail,Anti-inflammatory,3,Persian Cross,HS2028,MALE,viki,Dog ,Loss of Appetite,2022-10-24
3772,43,Parvovirus,Deworming Medication,1,Breed5,CT202011,FEMALE,baby,CAT,Loss of Appetite,2021-01-22
3773,1,Wet Tail,Pain Relievers,0,Bbb,HS2032,MALE,winter,Dog ,Lethargy,2023-11-16
3774,43,Distemper,Vitamins,30,Breed3,CT202026,FEMALE,Roki,DOG,Limping,2022-07-12
3775,38,Parvovirus,Deworming Medication,5,American,PT2009,MALE,tomy,Rabbit,Limping,2021-04-09
3776,38,Myxomatosis,Anti-inflammatory,16,Bulldog,PT2002,MALE,Luna,Dog,Sneezing,2023-03-11
3777,38,Distemper,Vitamins,1,Beagle,PT2003,FEMALE,Leo,Dog,Diarrhea,2023-02-21
3778,1,Myxomatosis,Pain Relievers,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Lethargy,2023-08-04
3779,1,Rabies,Vitamins,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Vomiting,2022-04-04
3780,43,Parvovirus,Pain Relievers,1,Breed2,CT202007,MALE,Chuti kity,CAT,Sneezing,2022-07-27
3781,1,Myxomatosis,Antibiotics,1,Bbb,HS2005,FEMALE,summer,Dog ,Lethargy,2023-06-03
3782,38,Wet Tail,Vitamins,5,American,PT2009,MALE,tomy,Rabbit,Coughing,2021-02-16
3783,1,Rabies,Vitamins,1,Bbb,HS2072,MALE,summer,Dog ,Coughing,2023-12-10
3784,43,Psittacosis,Vitamins,0,Breed5,CT202012,FEMALE,Test 1,CAT,Itching,2023-11-24
3785,1,Distemper,Deworming Medication,3,Persian Cross,HS2028,MALE,viki,Dog ,Lethargy,2023-05-05
3786,43,Wet Tail,Vitamins,1,Breed5,CT202011,FEMALE,baby,CAT,Vomiting,2023-02-28
3787,43,Rabies,Anti-inflammatory,1,Breed5,CT202011,FEMALE,baby,CAT,Itching,2022-02-10
3788,38,Wet Tail,Pain Relievers,5,American,PT2009,MALE,tomy,Rabbit,Vomiting,2024-06-30
3789,38,Feline Leukemia,Pain Relievers,16,Bulldog,PT2002,MALE,Luna,Dog,Loss of Appetite,2022-10-23
3790,43,Parvovirus,Vitamins,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Coughing,2023-12-06
3791,43,Wet Tail,Anti-inflammatory,2,breed 1,CT202004,FEMALE,tainy,DOG,Sneezing,2020-06-24
3792,43,Wet Tail,Anti-inflammatory,6,Breed2,CT202003,FEMALE,tedi,CAT,Limping,2021-01-19
3793,43,Parvovirus,Deworming Medication,33,Breed3,CT202025,MALE,Seeba,DOG,Vomiting,2021-05-18
3794,1,Psittacosis,Vitamins,0,Bbb,HS2032,MALE,winter,Dog ,Lethargy,2022-01-19
3795,43,Rabies,Deworming Medication,2,breed 1,CT202004,FEMALE,tainy,DOG,Lethargy,2021-03-15
3796,43,Feline Leukemia,Antibiotics,1,breed 1,CT202005,MALE,tobi,DOG,Diarrhea,2022-06-29
3797,1,Myxomatosis,Anti-inflammatory,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Itching,2022-11-09
3798,43,Wet Tail,Pain Relievers,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Coughing,2021-12-20
3799,43,Wet Tail,Deworming Medication,30,Breed3,CT202026,FEMALE,Roki,DOG,Coughing,2022-05-13
3800,43,Wet Tail,Deworming Medication,1,Breed2,CT202016,MALE,chooti,CAT,Limping,2022-08-19
3801,43,Myxomatosis,Pain Relievers,2,Breed3,CT202015,MALE,roki,DOG,Coughing,2023-09-03
3802,38,Feline Leukemia,Deworming Medication,1,Beagle,PT2003,FEMALE,Leo,Dog,Limping,2023-07-22
3803,38,Rabies,Antibiotics,16,Bulldog,PT2002,MALE,Luna,Dog,Itching,2024-04-06
3804,43,Wet Tail,Vitamins,3,breed 1,CT202002,MALE,tomy,DOG,Limping,2021-09-01
3805,1,Distemper,Vitamins,0,Bbb,HS2032,MALE,winter,Dog ,Sneezing,2020-08-17
3806,43,Myxomatosis,Antibiotics,0,Breed5,CT202012,FEMALE,Test 1,CAT,Lethargy,2020-12-22
3807,43,Wet Tail,Deworming Medication,1,Breed2,CT202007,MALE,Chuti kity,CAT,Coughing,2023-11-09
3808,43,Myxomatosis,Pain Relievers,1,Breed5,CT202011,FEMALE,baby,CAT,Limping,2023-09-20
3809,38,Rabies,Deworming Medication,1,Beagle,PT2003,FEMALE,Leo,Dog,Sneezing,2022-04-07
3810,38,Wet Tail,Antibiotics,4,Bulldog,PT2008,MALE,viki,Dog,Coughing,2022-03-11
3811,43,Myxomatosis,Antibiotics,4,Breed1,CT202020,MALE,hiro,Wolf,Coughing,2021-01-28
3812,1,Rabies,Deworming Medication,2,Bbb,HS2076,FEMALE,tina,Dog ,Coughing,2023-01-25
3813,43,Distemper,Antibiotics,1,Breed5,CT202014,MALE,saman,CAT,Lethargy,2024-02-29
3814,43,Wet Tail,Anti-inflammatory,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Lethargy,2024-05-11
3815,1,Wet Tail,Anti-inflammatory,17,Persian Cross,HS2015,MALE,bady,Dog ,Limping,2023-09-12
3816,43,Rabies,Pain Relievers,30,Breed3,CT202026,FEMALE,Roki,DOG,Lethargy,2023-11-10
3817,1,Myxomatosis,Antibiotics,1,Bbb,HS2072,MALE,summer,Dog ,Sneezing,2023-06-04
3818,1,Rabies,Vitamins,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Coughing,2021-08-21
3819,43,Psittacosis,Vitamins,2,breed 1,CT202004,FEMALE,tainy,DOG,Sneezing,2021-10-24
3820,1,Wet Tail,Anti-inflammatory,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Itching,2023-03-14
3821,1,Feline Leukemia,Vitamins,2,Bbb,HS2076,FEMALE,tina,Dog ,Itching,2020-08-13
3822,43,Myxomatosis,Anti-inflammatory,4,Breed1,CT202020,MALE,hiro,Wolf,Itching,2020-07-07
3823,38,Parvovirus,Anti-inflammatory,16,Bulldog,PT2002,MALE,Luna,Dog,Lethargy,2020-01-20
3824,1,Distemper,Pain Relievers,2,Persian Cross,HS2018,MALE,baby,Dog ,Itching,2022-08-02
3825,43,Distemper,Pain Relievers,1,Breed5,CT202011,FEMALE,baby,CAT,Itching,2021-04-04
3826,43,Parvovirus,Antibiotics,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Itching,2022-01-11
3827,43,Psittacosis,Anti-inflammatory,1,Breed2,CT202016,MALE,chooti,CAT,Sneezing,2023-05-05
3828,43,Psittacosis,Antibiotics,1,Breed2,CT202007,MALE,Chuti kity,CAT,Sneezing,2020-08-21
3829,43,Distemper,Pain Relievers,33,Breed3,CT202025,MALE,Seeba,DOG,Limping,2023-02-09
3830,1,Parvovirus,Deworming Medication,2,Bbb,HS2076,FEMALE,tina,Dog ,Sneezing,2021-08-22
3831,43,Wet Tail,Antibiotics,1,Breed5,CT202014,MALE,saman,CAT,Sneezing,2023-04-23
3832,38,Myxomatosis,Antibiotics,16,Bulldog,PT2002,MALE,Luna,Dog,Lethargy,2021-07-06
3833,43,Parvovirus,Pain Relievers,1,Breed5,CT202014,MALE,saman,CAT,Sneezing,2020-04-14
3834,43,Psittacosis,Pain Relievers,1,Breed5,CT202014,MALE,saman,CAT,Limping,2022-07-06
3835,43,Wet Tail,Pain Relievers,1,Breed2,CT202007,MALE,Chuti kity,CAT,Loss of Appetite,2023-02-24
3836,43,Distemper,Vitamins,2,breed 1,CT202004,FEMALE,tainy,DOG,Diarrhea,2022-07-26
3837,43,Distemper,Anti-inflammatory,6,Breed2,CT202003,FEMALE,tedi,CAT,Vomiting,2022-12-24
3838,43,Psittacosis,Vitamins,1,Breed2,CT202007,MALE,Chuti kity,CAT,Sneezing,2021-03-26
3839,1,Feline Leukemia,Antibiotics,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Vomiting,2022-02-27
3840,43,Rabies,Antibiotics,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Diarrhea,2023-04-22
3841,43,Feline Leukemia,Deworming Medication,30,Breed3,CT202026,FEMALE,Roki,DOG,Limping,2022-06-14
3842,43,Psittacosis,Deworming Medication,33,Breed3,CT202025,MALE,Seeba,DOG,Itching,2022-01-31
3843,1,Myxomatosis,Anti-inflammatory,3,Persian Cross,HS2028,MALE,viki,Dog ,Vomiting,2024-04-06
3844,43,Rabies,Vitamins,4,Breed1,CT202020,MALE,hiro,Wolf,Diarrhea,2022-11-02
3845,1,Psittacosis,Vitamins,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Diarrhea,2024-06-24
3846,38,Psittacosis,Anti-inflammatory,5,American,PT2009,MALE,tomy,Rabbit,Limping,2023-01-07
3847,38,Feline Leukemia,Anti-inflammatory,1,Beagle,PT2003,FEMALE,Leo,Dog,Sneezing,2023-08-05
3848,43,Psittacosis,Anti-inflammatory,33,Breed3,CT202025,MALE,Seeba,DOG,Loss of Appetite,2023-08-26
3849,1,Distemper,Vitamins,1,Bbb,HS2005,FEMALE,summer,Dog ,Itching,2020-07-05
3850,43,Distemper,Deworming Medication,0,Breed5,CT202012,FEMALE,Test 1,CAT,Itching,2023-03-20
3851,43,Feline Leukemia,Pain Relievers,1,Breed2,CT202007,MALE,Chuti kity,CAT,Itching,2023-11-15
3852,38,Feline Leukemia,Anti-inflammatory,1,Beagle,PT2003,FEMALE,Leo,Dog,Coughing,2023-04-21
3853,43,Myxomatosis,Antibiotics,1,Breed5,CT202011,FEMALE,baby,CAT,Coughing,2023-05-18
3854,43,Rabies,Pain Relievers,1,Breed2,CT202007,MALE,Chuti kity,CAT,Itching,2024-04-15
3855,43,Feline Leukemia,Pain Relievers,1,Breed5,CT202011,FEMALE,baby,CAT,Sneezing,2020-09-20
3856,43,Myxomatosis,Pain Relievers,30,Breed3,CT202026,FEMALE,Roki,DOG,Itching,2022-10-11
3857,43,Distemper,Antibiotics,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Lethargy,2022-09-24
3858,43,Distemper,Pain Relievers,1,Breed5,CT202011,FEMALE,baby,CAT,Diarrhea,2022-06-17
3859,43,Parvovirus,Pain Relievers,6,Breed2,CT202003,FEMALE,tedi,CAT,Lethargy,2020-11-06
3860,43,Psittacosis,Deworming Medication,1,Breed5,CT202011,FEMALE,baby,CAT,Itching,2023-12-30
3861,43,Distemper,Deworming Medication,6,Breed2,CT202003,FEMALE,tedi,CAT,Diarrhea,2020-08-04
3862,38,Psittacosis,Antibiotics,1,Beagle,PT2003,FEMALE,Leo,Dog,Limping,2023-10-29
3863,43,Rabies,Vitamins,1,Breed5,CT202014,MALE,saman,CAT,Diarrhea,2022-05-18
3864,43,Psittacosis,Vitamins,1,breed 1,CT202005,MALE,tobi,DOG,Diarrhea,2021-07-26
3865,43,Wet Tail,Anti-inflammatory,1,Breed2,CT202007,MALE,Chuti kity,CAT,Itching,2021-09-04
3866,1,Feline Leukemia,Vitamins,1,Bbb,HS2072,MALE,summer,Dog ,Lethargy,2022-09-19
3867,1,Wet Tail,Anti-inflammatory,1,Bbb,HS2005,FEMALE,summer,Dog ,Loss of Appetite,2021-10-06
3868,43,Parvovirus,Pain Relievers,3,breed 1,CT202002,MALE,tomy,DOG,Diarrhea,2022-10-20
3869,43,Distemper,Vitamins,2,breed 1,CT202004,FEMALE,tainy,DOG,Sneezing,2020-09-26
3870,38,Distemper,Pain Relievers,5,American,PT2009,MALE,tomy,Rabbit,Diarrhea,2023-06-17
3871,43,Feline Leukemia,Deworming Medication,1,breed 1,CT202005,MALE,tobi,DOG,Sneezing,2022-03-24
3872,1,Psittacosis,Antibiotics,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Limping,2021-08-01
3873,1,Feline Leukemia,Deworming Medication,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Itching,2022-07-10
3874,1,Wet Tail,Antibiotics,2,Persian Cross,HS2018,MALE,baby,Dog ,Sneezing,2022-09-21
3875,38,Parvovirus,Antibiotics,4,Bulldog,PT2008,MALE,viki,Dog,Loss of Appetite,2021-01-31
3876,43,Myxomatosis,Deworming Medication,1,Breed5,CT202014,MALE,saman,CAT,Itching,2021-08-09
3877,1,Distemper,Pain Relievers,0,Bbb,HS2032,MALE,winter,Dog ,Itching,2023-04-16
3878,43,Parvovirus,Vitamins,1,Breed2,CT202007,MALE,Chuti kity,CAT,Loss of Appetite,2024-05-22
3879,1,Myxomatosis,Pain Relievers,1,Bbb,HS2005,FEMALE,summer,Dog ,Itching,2022-03-22
3880,1,Myxomatosis,Pain Relievers,7,bbb,HS2077,FEMALE,tiki,Cat,Lethargy,2021-04-03
3881,38,Rabies,Pain Relievers,1,Beagle,PT2003,FEMALE,Leo,Dog,Loss of Appetite,2022-06-15
3882,43,Distemper,Pain Relievers,1,Breed5,CT202011,FEMALE,baby,CAT,Coughing,2020-06-28
3883,1,Distemper,Deworming Medication,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Limping,2022-05-07
3884,43,Myxomatosis,Pain Relievers,1,Breed2,CT202016,MALE,chooti,CAT,Loss of Appetite,2023-02-21
3885,43,Myxomatosis,Vitamins,33,Breed3,CT202025,MALE,Seeba,DOG,Vomiting,2024-01-28
3886,43,Distemper,Deworming Medication,1,Breed5,CT202014,MALE,saman,CAT,Coughing,2022-01-31
3887,43,Feline Leukemia,Deworming Medication,3,breed 1,CT202002,MALE,tomy,DOG,Diarrhea,2021-02-19
3888,1,Wet Tail,Anti-inflammatory,1,Bbb,HS2072,MALE,summer,Dog ,Lethargy,2021-08-05
3889,38,Rabies,Anti-inflammatory,4,Bulldog,PT2008,MALE,viki,Dog,Coughing,2023-03-19
3890,43,Wet Tail,Vitamins,1,Breed2,CT202016,MALE,chooti,CAT,Loss of Appetite,2021-04-16
3891,1,Parvovirus,Vitamins,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Sneezing,2021-10-08
3892,1,Myxomatosis,Pain Relievers,1,Bbb,HS2005,FEMALE,summer,Dog ,Coughing,2021-10-08
3893,38,Rabies,Anti-inflammatory,4,Bulldog,PT2008,MALE,viki,Dog,Coughing,2023-11-07
3894,43,Feline Leukemia,Vitamins,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Loss of Appetite,2021-06-27
3895,43,Wet Tail,Anti-inflammatory,3,breed 1,CT202002,MALE,tomy,DOG,Lethargy,2021-03-29
3896,43,Rabies,Deworming Medication,2,Breed3,CT202015,MALE,roki,DOG,Lethargy,2021-10-04
3897,43,Distemper,Vitamins,1,Breed5,CT202011,FEMALE,baby,CAT,Loss of Appetite,2021-04-12
3898,1,Rabies,Anti-inflammatory,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Diarrhea,2022-10-08
3899,1,Myxomatosis,Anti-inflammatory,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Itching,2023-06-10
3900,1,Parvovirus,Anti-inflammatory,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Loss of Appetite,2020-07-10
3901,43,Feline Leukemia,Vitamins,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Itching,2021-12-26
3902,1,Wet Tail,Antibiotics,7,bbb,HS2077,FEMALE,tiki,Cat,Diarrhea,2023-07-11
3903,43,Feline Leukemia,Anti-inflammatory,4,Breed1,CT202020,MALE,hiro,Wolf,Sneezing,2023-04-25
3904,43,Wet Tail,Antibiotics,2,breed 1,CT202004,FEMALE,tainy,DOG,Loss of Appetite,2021-07-17
3905,43,Psittacosis,Deworming Medication,0,Breed5,CT202012,FEMALE,Test 1,CAT,Diarrhea,2023-11-14
3906,43,Myxomatosis,Deworming Medication,1,Breed5,CT202014,MALE,saman,CAT,Sneezing,2023-08-06
3907,1,Parvovirus,Vitamins,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Sneezing,2022-10-06
3908,1,Wet Tail,Pain Relievers,2,Bbb,HS2076,FEMALE,tina,Dog ,Lethargy,2021-10-22
3909,43,Distemper,Antibiotics,1,breed 1,CT202005,MALE,tobi,DOG,Diarrhea,2020-10-03
3910,1,Wet Tail,Vitamins,2,Persian Cross,HS2018,MALE,baby,Dog ,Diarrhea,2021-05-16
3911,43,Psittacosis,Antibiotics,1,Breed2,CT202007,MALE,Chuti kity,CAT,Sneezing,2021-02-01
3912,43,Rabies,Anti-inflammatory,33,Breed3,CT202025,MALE,Seeba,DOG,Diarrhea,2022-02-21
3913,43,Rabies,Anti-inflammatory,4,Breed1,CT202020,MALE,hiro,Wolf,Sneezing,2022-02-23
3914,1,Distemper,Deworming Medication,2,Persian Cross,HS2018,MALE,baby,Dog ,Lethargy,2024-05-27
3915,43,Distemper,Antibiotics,1,Breed5,CT202014,MALE,saman,CAT,Lethargy,2024-06-28
3916,1,Rabies,Antibiotics,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Sneezing,2023-03-12
3917,38,Psittacosis,Anti-inflammatory,5,American,PT2009,MALE,tomy,Rabbit,Loss of Appetite,2022-07-29
3918,43,Wet Tail,Deworming Medication,1,Breed2,CT202007,MALE,Chuti kity,CAT,Loss of Appetite,2023-07-09
3919,1,Rabies,Pain Relievers,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Diarrhea,2023-08-20
3920,43,Wet Tail,Anti-inflammatory,30,Breed3,CT202026,FEMALE,Roki,DOG,Limping,2020-03-24
3921,1,Wet Tail,Anti-inflammatory,2,Persian Cross,HS2018,MALE,baby,Dog ,Diarrhea,2024-02-22
3922,38,Wet Tail,Antibiotics,1,Beagle,PT2003,FEMALE,Leo,Dog,Limping,2024-02-24
3923,1,Psittacosis,Antibiotics,2,Bbb,HS2076,FEMALE,tina,Dog ,Sneezing,2020-04-01
3924,43,Parvovirus,Antibiotics,33,Breed3,CT202025,MALE,Seeba,DOG,Loss of Appetite,2024-05-08
3925,38,Feline Leukemia,Anti-inflammatory,4,Bulldog,PT2008,MALE,viki,Dog,Limping,2021-12-26
3926,43,Rabies,Anti-inflammatory,30,Breed3,CT202026,FEMALE,Roki,DOG,Coughing,2020-05-21
3927,38,Psittacosis,Pain Relievers,5,American,PT2009,MALE,tomy,Rabbit,Loss of Appetite,2021-08-16
3928,43,Distemper,Anti-inflammatory,1,breed 1,CT202005,MALE,tobi,DOG,Loss of Appetite,2020-09-17
3929,1,Distemper,Pain Relievers,0,Bbb,HS2032,MALE,winter,Dog ,Lethargy,2023-06-03
3930,43,Wet Tail,Anti-inflammatory,4,Breed1,CT202020,MALE,hiro,Wolf,Vomiting,2020-06-05
3931,43,Rabies,Antibiotics,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Coughing,2023-02-28
3932,43,Parvovirus,Pain Relievers,1,Breed2,CT202016,MALE,chooti,CAT,Coughing,2022-12-27
3933,1,Psittacosis,Vitamins,2,Bbb,HS2076,FEMALE,tina,Dog ,Limping,2022-06-02
3934,43,Psittacosis,Pain Relievers,2,Breed3,CT202015,MALE,roki,DOG,Lethargy,2022-09-13
3935,43,Wet Tail,Anti-inflammatory,30,Breed3,CT202026,FEMALE,Roki,DOG,Diarrhea,2020-12-16
3936,43,Psittacosis,Pain Relievers,30,Breed3,CT202026,FEMALE,Roki,DOG,Diarrhea,2023-06-20
3937,43,Distemper,Pain Relievers,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Itching,2024-01-03
3938,43,Feline Leukemia,Deworming Medication,30,Breed3,CT202026,FEMALE,Roki,DOG,Loss of Appetite,2024-05-13
3939,38,Rabies,Antibiotics,16,Bulldog,PT2002,MALE,Luna,Dog,Coughing,2023-08-31
3940,43,Parvovirus,Antibiotics,1,Breed5,CT202011,FEMALE,baby,CAT,Sneezing,2020-03-08
3941,1,Rabies,Deworming Medication,6,Bbb,HS2022,MALE,Chuti kity,Dog ,Vomiting,2022-12-03
3942,1,Wet Tail,Deworming Medication,1,Bbb,HS2005,FEMALE,summer,Dog ,Lethargy,2020-05-27
3943,43,Distemper,Anti-inflammatory,1,Breed2,CT202007,MALE,Chuti kity,CAT,Loss of Appetite,2020-10-26
3944,1,Parvovirus,Vitamins,21,Persian Cross,HS2108,MALE,Cooper,Dog ,Sneezing,2023-06-11
3945,43,Psittacosis,Deworming Medication,2,Breed3,CT202015,MALE,roki,DOG,Diarrhea,2020-12-14
3946,38,Myxomatosis,Anti-inflammatory,5,American,PT2009,MALE,tomy,Rabbit,Limping,2020-08-29
3947,1,Distemper,Vitamins,1,Bbb,HS2005,FEMALE,summer,Dog ,Coughing,2020-08-12
3948,38,Distemper,Pain Relievers,16,Bulldog,PT2002,MALE,Luna,Dog,Vomiting,2020-05-23
3949,1,Wet Tail,Anti-inflammatory,2,Bbb,HS2076,FEMALE,tina,Dog ,Vomiting,2023-03-22
3950,38,Feline Leukemia,Pain Relievers,4,Bulldog,PT2008,MALE,viki,Dog,Sneezing,2021-07-31
3951,43,Psittacosis,Antibiotics,0,Breed5,CT202012,FEMALE,Test 1,CAT,Loss of Appetite,2023-12-31
3952,1,Rabies,Deworming Medication,0,Bbb,HS2032,MALE,winter,Dog ,Loss of Appetite,2024-02-19
3953,43,Psittacosis,Deworming Medication,1,breed 1,CT202005,MALE,tobi,DOG,Sneezing,2020-07-17
3954,38,Distemper,Pain Relievers,16,Bulldog,PT2002,MALE,Luna,Dog,Sneezing,2021-12-30
3955,43,Distemper,Antibiotics,1,Breed2,CT202016,MALE,chooti,CAT,Loss of Appetite,2020-04-02
3956,43,Psittacosis,Antibiotics,1,Breed5,CT202011,FEMALE,baby,CAT,Limping,2021-03-13
3957,1,Rabies,Vitamins,2,Persian Cross,HS2018,MALE,baby,Dog ,Limping,2021-12-16
3958,43,Parvovirus,Vitamins,1,breed 1,CT202005,MALE,tobi,DOG,Diarrhea,2020-07-09
3959,43,Myxomatosis,Anti-inflammatory,30,Breed3,CT202026,FEMALE,Roki,DOG,Diarrhea,2022-11-09
3960,43,Parvovirus,Anti-inflammatory,1,Breed5,CT202011,FEMALE,baby,CAT,Limping,2020-03-13
3961,1,Feline Leukemia,Deworming Medication,2,Persian Cross,HS2018,MALE,baby,Dog ,Limping,2023-11-26
3962,1,Myxomatosis,Vitamins,3,Persian Cross,HS2028,MALE,viki,Dog ,Diarrhea,2021-09-30
3963,1,Parvovirus,Vitamins,2,Persian Cross,HS2017,MALE,Dogy,Dog ,Vomiting,2023-01-21
3964,43,Wet Tail,Vitamins,1,Breed5,CT202014,MALE,saman,CAT,Diarrhea,2024-04-01
3965,43,Parvovirus,Vitamins,1,Breed2,CT202016,MALE,chooti,CAT,Itching,2024-05-20
3966,1,Distemper,Pain Relievers,1,Persian Cross,HS2081,MALE,Test 1,Dog ,Itching,2023-07-25
3967,1,Myxomatosis,Antibiotics,2,Persian Cross,HS2018,MALE,baby,Dog ,Loss of Appetite,2023-12-26
3968,43,Feline Leukemia,Anti-inflammatory,1,breed 1,CT202005,MALE,tobi,DOG,Itching,2020-02-21
3969,1,Feline Leukemia,Antibiotics,1,Bbb,HS2072,MALE,summer,Dog ,Sneezing,2023-06-06
3970,43,Feline Leukemia,Vitamins,1,breed 1,CT202005,MALE,tobi,DOG,Limping,2023-10-26
3971,43,Feline Leukemia,Vitamins,1,Breed5,CT202014,MALE,saman,CAT,Loss of Appetite,2020-06-06
3972,43,Parvovirus,Antibiotics,4,Breed1,CT202020,MALE,hiro,Wolf,Limping,2024-06-04
3973,1,Distemper,Antibiotics,3,Persian Cross,HS2028,MALE,viki,Dog ,Limping,2024-03-15
3974,38,Parvovirus,Pain Relievers,16,Bulldog,PT2002,MALE,Luna,Dog,Vomiting,2021-07-19
3975,1,Distemper,Vitamins,0,Bbb,HS2032,MALE,winter,Dog ,Loss of Appetite,2023-09-12
3976,43,Wet Tail,Vitamins,1,Breed1,CT202010,MALE,Wolf baby,Wolf,Coughing,2023-04-19
3977,38,Wet Tail,Deworming Medication,5,American,PT2009,MALE,tomy,Rabbit,Coughing,2021-05-10
3978,43,Psittacosis,Deworming Medication,2,breed 1,CT202004,FEMALE,tainy,DOG,Diarrhea,2021-02-15
3979,1,Distemper,Anti-inflammatory,2,Persian Cross,HS2018,MALE,baby,Dog ,Vomiting,2023-09-16
3980,43,Myxomatosis,Pain Relievers,3,breed 1,CT202002,MALE,tomy,DOG,Loss of Appetite,2023-07-02
3981,1,Feline Leukemia,Pain Relievers,3,Persian Cross,HS2028,MALE,viki,Dog ,Loss of Appetite,2024-06-01
3982,1,Parvovirus,Antibiotics,3,Persian Cross,HS2028,MALE,viki,Dog ,Coughing,2020-03-09
